Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status
TRP-00345,RT-034,Multan to Quetta,City Metro Bus,ISB-7513,Hybrid,Multan,Quetta,17-03-2025,Weekday,17:25,04:20,638,655,17,14,35,40.0,645,9030,127.9,DRV-0114,Sunny,Low,Completed
TRP-00346,RT-079,Peshawar to Quetta,Blue Line Transit,PES-3286,Mini Bus,Peshawar,Quetta,28-10-2025,Weekday,06:10,02:51,1175,1241,66,13,32,40.6,1325,17225,224.6,DRV-0105,Dust Storm,Moderate,Completed
TRP-00347,RT-082,Faisalabad to Peshawar,National Express PK,SGD-3243,Mini Bus,Faisalabad,Peshawar,13-04-2025,Weekend,09:30,18:36,512,546,34,24,32,75.0,505,12120,74.7,DRV-0007,Sunny,High,Completed
TRP-00348,RT-017,Islamabad to Faisalabad,National Express PK,QTA-5713,Standard,Islamabad,Faisalabad,02-08-2025,Weekend,09:35,15:09,320,334,14,36,42,85.7,405,14580,99.9,DRV-0145,Sunny,Moderate,Completed
TRP-00349,RT-015,Islamabad to Peshawar,National Express PK,SGD-2959,Hybrid,Islamabad,Peshawar,11-07-2025,Weekday,20:55,00:55,236,240,4,23,43,53.5,260,5980,38.6,DRV-0014,Sunny,Low,Completed
TRP-00350,RT-026,Sialkot to Lahore,Sindh Rapid Transit,ISB-9677,Standard,Sialkot,Lahore,24-11-2025,Weekday,06:40,10:26,177,226,49,19,40,47.5,190,3610,38.2,DRV-0179,Rainy,High,Completed
TRP-00351,RT-071,Hyderabad to Lahore,Punjab Transit,MUL-5610,Standard,Hyderabad,Lahore,10-07-2025,Weekday,19:30,15:27,1191,1197,6,30,40,75.0,1240,37200,324.1,DRV-0144,Sunny,Low,Completed
TRP-00352,RT-067,Sialkot to Hyderabad,Green Line Express,LEA-2909,AC,Sialkot,Hyderabad,09-03-2025,Weekend,04:35,02:49,1310,1334,24,27,51,52.9,1415,38205,427.2,DRV-0031,Sunny,Moderate,Completed
TRP-00353,RT-022,Sialkot to Islamabad,Pak Urban Transport,KHI-3133,AC,Sialkot,Islamabad,10-02-2025,Weekday,17:55,23:01,299,306,7,17,43,39.5,310,5270,72.8,DRV-0169,Sunny,Moderate,Completed
TRP-00354,RT-016,Karachi to Hyderabad,Capital Bus Service,ISB-1168,Standard,Karachi,Hyderabad,19-02-2025,Weekday,07:45,12:24,233,279,46,22,41,53.7,240,5280,44.9,DRV-0129,Sunny,Moderate,Delayed
TRP-00355,RT-028,Rawalpindi to Sialkot,Green Line Express,MUL-1229,Standard,Rawalpindi,Sialkot,28-09-2025,Weekend,10:55,--:--,326,0,0,0,44,0.0,310,0,0.0,DRV-0026,Sunny,Moderate,Cancelled
TRP-00356,RT-083,Hyderabad to Quetta,Punjab Transit,LEA-3963,AC,Hyderabad,Quetta,01-07-2025,Weekday,16:30,06:38,830,848,18,29,47,61.7,755,21895,228.5,DRV-0127,Sunny,Moderate,Completed
TRP-00357,RT-056,Hyderabad to Faisalabad,Green Line Express,LEA-7304,AC,Hyderabad,Faisalabad,26-05-2025,Weekday,18:45,10:05,901,920,19,42,54,77.8,1090,45780,283.4,DRV-0122,Sunny,Moderate,Completed
TRP-00358,RT-061,Multan to Islamabad,National Express PK,PES-8177,Electric,Multan,Islamabad,25-09-2025,Weekday,06:05,18:13,711,728,17,28,52,53.8,665,18620,33.0,DRV-0051,Cloudy,High,Completed
TRP-00359,RT-007,Lahore to Karachi,Blue Line Transit,SGD-7958,Standard,Lahore,Karachi,13-09-2025,Weekend,12:55,08:37,1117,1182,65,42,43,97.7,1245,52290,388.8,DRV-0131,Rainy,High,Completed
TRP-00360,RT-011,Rawalpindi to Peshawar,Capital Bus Service,KHI-3205,AC,Rawalpindi,Peshawar,16-01-2025,Weekday,07:55,12:25,251,270,19,29,42,69.0,235,6815,60.0,DRV-0040,Sunny,Low,Completed
TRP-00361,RT-038,Karachi to Lahore,Green Line Express,MUL-9064,Electric,Karachi,Lahore,27-08-2025,Weekday,10:20,05:49,1141,1169,28,20,55,36.4,1285,25700,77.7,DRV-0009,Cloudy,Moderate,Completed
TRP-00362,RT-084,Lahore to Peshawar,Blue Line Transit,LEA-1538,AC,Lahore,Peshawar,01-04-2025,Weekday,21:50,07:15,524,565,41,27,49,55.1,625,16875,171.2,DRV-0029,Foggy,Low,Completed
TRP-00363,RT-083,Hyderabad to Quetta,National Express PK,SGD-3560,AC,Hyderabad,Quetta,17-09-2025,Weekday,05:30,19:47,820,857,37,21,58,36.2,795,16695,224.7,DRV-0012,Dust Storm,Moderate,Completed
TRP-00364,RT-004,Quetta to Multan,City Metro Bus,QTA-6591,Mini Bus,Quetta,Multan,14-07-2025,Weekday,07:30,18:21,644,651,7,20,30,66.7,640,12800,114.1,DRV-0152,Sunny,Low,Completed
TRP-00365,RT-022,Sialkot to Islamabad,Capital Bus Service,KHI-1322,Standard,Sialkot,Islamabad,03-10-2025,Weekday,14:00,20:05,322,365,43,17,48,35.4,340,5780,78.3,DRV-0082,Cloudy,High,Completed
TRP-00366,RT-013,Lahore to Sialkot,Green Line Express,LEA-4373,Mini Bus,Lahore,Sialkot,22-06-2025,Weekend,19:40,22:39,150,179,29,27,35,77.1,185,4995,24.4,DRV-0020,Sunny,High,Completed
TRP-00367,RT-025,Hyderabad to Rawalpindi,City Metro Bus,MUL-7586,Standard,Hyderabad,Rawalpindi,26-04-2025,Weekend,06:55,04:51,1300,1316,16,25,38,65.8,1680,42000,378.5,DRV-0020,Cloudy,Low,Completed
TRP-00368,RT-056,Hyderabad to Faisalabad,Blue Line Transit,ISB-4278,Electric,Hyderabad,Faisalabad,01-08-2025,Weekday,16:20,08:12,921,952,31,42,54,77.8,1010,42420,63.2,DRV-0148,Cloudy,Moderate,Completed
TRP-00369,RT-009,Faisalabad to Islamabad,National Express PK,QTA-9728,Standard,Faisalabad,Islamabad,11-11-2025,Weekday,17:45,23:22,333,337,4,26,36,72.2,400,10400,97.9,DRV-0077,Cloudy,Low,Completed
TRP-00370,RT-047,Multan to Peshawar,Green Line Express,SGD-7757,Electric,Multan,Peshawar,17-05-2025,Weekend,13:50,03:15,805,805,0,38,59,64.4,725,27550,44.2,DRV-0119,Sunny,Low,Completed
TRP-00371,RT-013,Lahore to Sialkot,City Metro Bus,ISB-3235,Standard,Lahore,Sialkot,15-01-2025,Weekday,12:20,14:56,156,156,0,15,40,37.5,185,2775,32.9,DRV-0022,Cloudy,Low,Completed
TRP-00372,RT-015,Islamabad to Peshawar,Blue Line Transit,QTA-2479,Hybrid,Islamabad,Peshawar,23-07-2025,Weekday,08:15,13:17,268,302,34,23,38,60.5,245,5635,40.8,DRV-0024,Cloudy,High,Completed
TRP-00373,RT-019,Faisalabad to Lahore,Sindh Rapid Transit,MUL-7388,AC,Faisalabad,Lahore,01-05-2025,Weekday,17:15,20:42,186,207,21,27,45,60.0,205,5535,42.9,DRV-0096,Sunny,Moderate,Completed
TRP-00374,RT-033,Multan to Lahore,National Express PK,ISB-3374,Mini Bus,Multan,Lahore,05-07-2025,Weekend,19:55,02:42,389,407,18,17,29,58.6,410,6970,68.5,DRV-0164,Sunny,High,Completed
TRP-00375,RT-006,Lahore to Multan,Pak Urban Transport,PES-1128,Mini Bus,Lahore,Multan,21-07-2025,Weekday,12:20,19:59,415,459,44,14,28,50.0,415,5810,67.6,DRV-0165,Sunny,High,Completed
TRP-00376,RT-016,Karachi to Hyderabad,Green Line Express,PES-8718,Mini Bus,Karachi,Hyderabad,31-07-2025,Weekday,14:55,19:37,219,282,63,19,26,73.1,235,4465,29.5,DRV-0141,Rainy,High,Completed
TRP-00377,RT-085,Karachi to Quetta,Punjab Transit,SGD-3229,Electric,Karachi,Quetta,02-01-2025,Weekday,16:15,05:00,745,765,20,37,50,74.0,785,29045,40.4,DRV-0153,Cloudy,Low,Completed
TRP-00378,RT-034,Multan to Quetta,Punjab Transit,QTA-6367,Standard,Multan,Quetta,25-05-2025,Weekend,10:05,20:57,634,652,18,26,40,65.0,680,17680,160.8,DRV-0143,Sunny,Low,Completed
TRP-00379,RT-027,Lahore to Rawalpindi,Pak Urban Transport,SGD-3764,Standard,Lahore,Rawalpindi,26-01-2025,Weekend,16:45,00:13,417,448,31,21,43,48.8,435,9135,116.5,DRV-0117,Sunny,High,Completed
TRP-00380,RT-086,Quetta to Lahore,Pak Urban Transport,SGD-5361,Standard,Quetta,Lahore,28-05-2025,Weekday,19:30,10:37,878,907,29,18,41,43.9,920,16560,240.7,DRV-0038,Cloudy,High,Completed
TRP-00381,RT-030,Peshawar to Islamabad,National Express PK,ISB-8506,Hybrid,Peshawar,Islamabad,13-02-2025,Weekday,04:35,09:50,266,315,49,25,45,55.6,275,6875,39.1,DRV-0153,Dust Storm,Low,Completed
TRP-00382,RT-019,Faisalabad to Lahore,City Metro Bus,KHI-8715,AC,Faisalabad,Lahore,01-07-2025,Weekday,05:00,08:32,181,212,31,22,59,37.3,190,4180,47.2,DRV-0046,Sunny,High,Completed
TRP-00383,RT-036,Faisalabad to Multan,Sindh Rapid Transit,KHI-2468,Mini Bus,Faisalabad,Multan,12-06-2025,Weekday,20:30,02:15,316,345,29,21,26,80.8,300,6300,39.0,DRV-0073,Sunny,High,Completed
TRP-00384,RT-087,Sialkot to Faisalabad,Blue Line Transit,ISB-9049,Hybrid,Sialkot,Faisalabad,19-03-2025,Weekday,21:50,02:15,264,265,1,29,49,59.2,270,7830,46.1,DRV-0042,Sunny,Low,Completed
TRP-00385,RT-084,Lahore to Peshawar,National Express PK,ISB-8949,Standard,Lahore,Peshawar,23-08-2025,Weekend,19:05,03:56,526,531,5,36,39,92.3,610,21960,147.6,DRV-0070,Sunny,Low,Completed
TRP-00386,RT-028,Rawalpindi to Sialkot,City Metro Bus,MUL-3958,AC,Rawalpindi,Sialkot,02-08-2025,Weekend,06:15,11:20,280,305,25,31,43,72.1,325,10075,80.8,DRV-0028,Foggy,Low,Completed
TRP-00387,RT-020,Islamabad to Karachi,National Express PK,ISB-1095,AC,Islamabad,Karachi,18-06-2025,Weekday,05:50,04:42,1340,1372,32,25,54,46.3,1460,36500,441.2,DRV-0013,Sunny,High,Completed
TRP-00388,RT-014,Multan to Faisalabad,Green Line Express,MUL-7248,AC,Multan,Faisalabad,17-02-2025,Weekday,16:20,22:04,313,344,31,35,52,67.3,285,9975,76.5,DRV-0168,Sunny,High,Completed
TRP-00389,RT-030,Peshawar to Islamabad,Blue Line Transit,ISB-3151,Mini Bus,Peshawar,Islamabad,03-07-2025,Weekday,07:25,11:44,240,259,19,18,32,56.2,240,4320,34.7,DRV-0109,Sunny,Low,Completed
TRP-00390,RT-022,Sialkot to Islamabad,Blue Line Transit,MUL-6599,Standard,Sialkot,Islamabad,26-08-2025,Weekday,11:50,17:25,304,335,31,22,39,56.4,335,7370,76.8,DRV-0123,Foggy,Moderate,Completed
TRP-00391,RT-008,Rawalpindi to Islamabad,Capital Bus Service,MUL-8007,Mini Bus,Rawalpindi,Islamabad,01-06-2025,Weekend,22:00,23:15,49,75,26,19,25,76.0,80,1520,3.0,DRV-0091,Cloudy,Moderate,Completed
TRP-00392,RT-019,Faisalabad to Lahore,City Metro Bus,QTA-8583,Standard,Faisalabad,Lahore,02-04-2025,Weekday,09:30,13:40,192,250,58,32,48,66.7,190,6080,40.5,DRV-0068,Foggy,Moderate,Completed
TRP-00393,RT-012,Islamabad to Rawalpindi,Green Line Express,MUL-5248,Mini Bus,Islamabad,Rawalpindi,11-12-2025,Weekday,07:30,08:31,47,61,14,17,25,68.0,80,1360,2.7,DRV-0169,Sunny,Low,Completed
TRP-00394,RT-041,Sialkot to Quetta,Sindh Rapid Transit,QTA-7471,Mini Bus,Sialkot,Quetta,04-06-2025,Weekday,06:10,22:01,951,951,0,13,28,46.4,1060,13780,151.9,DRV-0167,Sunny,Low,Completed
TRP-00395,RT-033,Multan to Lahore,Pak Urban Transport,SGD-8592,Standard,Multan,Lahore,17-03-2025,Weekday,19:30,03:22,422,472,50,31,40,77.5,405,12555,102.9,DRV-0150,Foggy,High,Completed
TRP-00396,RT-015,Islamabad to Peshawar,Blue Line Transit,LEA-2682,Standard,Islamabad,Peshawar,19-11-2025,Weekday,17:30,21:30,221,240,19,36,44,81.8,270,9720,54.9,DRV-0125,Sunny,Low,Completed
TRP-00397,RT-005,Hyderabad to Karachi,Blue Line Transit,MUL-2040,AC,Hyderabad,Karachi,18-05-2025,Weekend,17:35,21:56,239,261,22,49,59,83.1,245,12005,54.7,DRV-0113,Foggy,Moderate,Completed
TRP-00398,RT-006,Lahore to Multan,Sindh Rapid Transit,SGD-8675,Hybrid,Lahore,Multan,09-03-2025,Weekend,13:55,21:00,360,425,65,36,48,75.0,405,14580,67.1,DRV-0023,Rainy,High,Completed
TRP-00399,RT-021,Islamabad to Sialkot,National Express PK,PES-9089,Standard,Islamabad,Sialkot,05-06-2025,Weekday,11:15,16:34,314,319,5,27,35,77.1,305,8235,77.3,DRV-0129,Sunny,Low,Completed
TRP-00400,RT-031,Lahore to Faisalabad,Green Line Express,LEA-4671,Electric,Lahore,Faisalabad,07-09-2025,Weekend,12:25,16:00,157,215,58,37,41,90.2,205,7585,7.8,DRV-0113,Rainy,High,Completed
TRP-00401,RT-026,Sialkot to Lahore,Green Line Express,LEA-9311,Mini Bus,Sialkot,Lahore,23-02-2025,Weekend,09:50,13:39,181,229,48,21,28,75.0,195,4095,25.6,DRV-0026,Foggy,Low,Completed
TRP-00402,RT-004,Quetta to Multan,Punjab Transit,KHI-8194,Standard,Quetta,Multan,01-08-2025,Weekday,04:15,14:40,579,625,46,33,50,66.0,615,20295,164.1,DRV-0063,Sunny,Moderate,Delayed
TRP-00403,RT-036,Faisalabad to Multan,Pak Urban Transport,PES-7773,Standard,Faisalabad,Multan,29-07-2025,Weekday,18:40,23:38,266,298,32,24,46,52.2,295,7080,64.9,DRV-0103,Foggy,Moderate,Completed
TRP-00404,RT-015,Islamabad to Peshawar,City Metro Bus,QTA-3473,Electric,Islamabad,Peshawar,22-10-2025,Weekday,05:50,10:13,214,263,49,45,56,80.4,240,10800,12.4,DRV-0003,Dust Storm,Moderate,Completed
TRP-00405,RT-044,Islamabad to Hyderabad,National Express PK,MUL-8244,Electric,Islamabad,Hyderabad,24-12-2025,Weekday,15:50,15:35,1380,1425,45,33,46,71.7,1690,55770,90.0,DRV-0033,Foggy,Low,Completed
TRP-00406,RT-036,Faisalabad to Multan,Green Line Express,ISB-9541,AC,Faisalabad,Multan,24-06-2025,Weekday,09:00,14:40,327,340,13,48,57,84.2,305,14640,79.6,DRV-0029,Cloudy,Low,Completed
TRP-00407,RT-036,Faisalabad to Multan,Sindh Rapid Transit,SGD-3043,Standard,Faisalabad,Multan,18-08-2025,Weekday,13:45,18:33,270,288,18,31,49,63.3,305,9455,57.8,DRV-0161,Sunny,Low,Completed
TRP-00408,RT-029,Sialkot to Rawalpindi,Capital Bus Service,SGD-3293,Electric,Sialkot,Rawalpindi,13-07-2025,Weekend,20:55,02:30,321,335,14,28,50,56.0,310,8680,14.5,DRV-0106,Cloudy,Low,Completed
TRP-00409,RT-016,Karachi to Hyderabad,Punjab Transit,PES-2279,AC,Karachi,Hyderabad,09-07-2025,Weekday,20:30,01:07,210,277,67,39,56,69.6,235,9165,57.2,DRV-0126,Rainy,High,Completed
TRP-00410,RT-030,Peshawar to Islamabad,Punjab Transit,PES-3119,AC,Peshawar,Islamabad,27-12-2025,Weekend,20:40,01:25,268,285,17,33,46,71.7,275,9075,67.0,DRV-0155,Sunny,Low,Completed
TRP-00411,RT-013,Lahore to Sialkot,Capital Bus Service,KHI-2929,Standard,Lahore,Sialkot,10-07-2025,Weekday,13:25,16:29,171,184,13,19,50,38.0,195,3705,32.5,DRV-0079,Sunny,Low,Completed
TRP-00412,RT-012,Islamabad to Rawalpindi,National Express PK,MUL-6712,Standard,Islamabad,Rawalpindi,04-02-2025,Weekday,05:30,07:16,62,106,44,19,44,43.2,85,1615,4.7,DRV-0163,Cloudy,High,Completed
TRP-00413,RT-010,Peshawar to Rawalpindi,Punjab Transit,ISB-2463,Mini Bus,Peshawar,Rawalpindi,16-11-2025,Weekend,17:30,21:42,238,252,14,27,31,87.1,230,6210,34.6,DRV-0043,Sunny,Low,Completed
TRP-00414,RT-050,Faisalabad to Sialkot,Green Line Express,LEA-4152,Electric,Faisalabad,Sialkot,13-11-2025,Weekday,21:45,02:05,256,260,4,39,58,67.2,300,11700,13.0,DRV-0137,Cloudy,Moderate,Completed
TRP-00415,RT-016,Karachi to Hyderabad,Pak Urban Transport,QTA-8278,Standard,Karachi,Hyderabad,13-02-2025,Weekday,21:45,01:58,225,253,28,13,36,36.1,240,3120,46.2,DRV-0136,Sunny,High,Completed
TRP-00416,RT-030,Peshawar to Islamabad,Green Line Express,ISB-3359,AC,Peshawar,Islamabad,04-04-2025,Weekday,12:05,16:35,265,270,5,19,53,35.8,240,4560,58.2,DRV-0015,Cloudy,Low,Completed
TRP-00417,RT-031,Lahore to Faisalabad,Blue Line Transit,ISB-7152,Hybrid,Lahore,Faisalabad,03-03-2025,Weekday,05:15,08:37,181,202,21,16,42,38.1,210,3360,23.4,DRV-0119,Sunny,High,Completed
TRP-00418,RT-081,Lahore to Quetta,Pak Urban Transport,LEA-5409,Hybrid,Lahore,Quetta,11-10-2025,Weekend,22:50,14:26,884,936,52,32,39,82.1,910,29120,165.9,DRV-0139,Sunny,Moderate,Delayed
TRP-00419,RT-025,Hyderabad to Rawalpindi,National Express PK,SGD-8612,Standard,Hyderabad,Rawalpindi,14-11-2025,Weekday,13:50,11:28,1268,1298,30,30,35,85.7,1580,47400,452.4,DRV-0162,Sunny,High,Completed
TRP-00420,RT-036,Faisalabad to Multan,Punjab Transit,MUL-2145,Mini Bus,Faisalabad,Multan,03-06-2025,Weekday,06:30,12:03,272,333,61,22,27,81.5,290,6380,39.1,DRV-0082,Rainy,High,Completed
TRP-00421,RT-036,Faisalabad to Multan,National Express PK,QTA-6269,Standard,Faisalabad,Multan,24-06-2025,Weekday,10:35,15:03,256,268,12,26,45,57.8,305,7930,62.4,DRV-0003,Sunny,Moderate,Completed
TRP-00422,RT-002,Hyderabad to Peshawar,National Express PK,MUL-2329,Mini Bus,Hyderabad,Peshawar,29-11-2025,Weekend,06:40,05:52,1380,1392,12,30,35,85.7,1720,51600,300.9,DRV-0046,Sunny,Low,Completed
TRP-00423,RT-038,Karachi to Lahore,Pak Urban Transport,KHI-1324,AC,Karachi,Lahore,24-05-2025,Weekend,15:15,13:23,1292,1328,36,29,59,49.2,1260,36540,365.6,DRV-0156,Cloudy,High,Completed
TRP-00424,RT-006,Lahore to Multan,Blue Line Transit,ISB-9197,Standard,Lahore,Multan,10-09-2025,Weekday,09:40,16:55,405,435,30,32,40,80.0,420,13440,95.7,DRV-0071,Sunny,Low,Delayed
TRP-00425,RT-017,Islamabad to Faisalabad,Capital Bus Service,PES-1032,Mini Bus,Islamabad,Faisalabad,07-08-2025,Weekday,05:25,11:42,355,377,22,23,31,74.2,420,9660,56.2,DRV-0058,Sunny,Moderate,Completed
TRP-00426,RT-026,Sialkot to Lahore,Sindh Rapid Transit,KHI-6483,Standard,Sialkot,Lahore,11-02-2025,Weekday,22:00,01:22,144,202,58,21,42,50.0,200,4200,37.0,DRV-0161,Dust Storm,Moderate,Delayed
TRP-00427,RT-085,Karachi to Quetta,City Metro Bus,QTA-6477,Electric,Karachi,Quetta,09-05-2025,Weekday,11:05,00:44,771,819,48,33,50,66.0,730,24090,44.1,DRV-0025,Rainy,High,Completed
TRP-00428,RT-026,Sialkot to Lahore,City Metro Bus,PES-6132,Hybrid,Sialkot,Lahore,22-12-2025,Weekday,06:10,09:28,184,198,14,31,49,63.3,185,5735,28.5,DRV-0076,Sunny,High,Completed
TRP-00429,RT-084,Lahore to Peshawar,Blue Line Transit,MUL-1173,Standard,Lahore,Peshawar,21-08-2025,Weekday,16:35,02:06,531,571,40,20,38,52.6,565,11300,143.3,DRV-0050,Sunny,High,Completed
TRP-00430,RT-005,Hyderabad to Karachi,Green Line Express,SGD-4172,Electric,Hyderabad,Karachi,21-10-2025,Weekday,08:50,12:45,214,235,21,38,51,74.5,220,8360,11.4,DRV-0016,Sunny,High,Completed
TRP-00431,RT-038,Karachi to Lahore,Sindh Rapid Transit,MUL-3385,AC,Karachi,Lahore,17-03-2025,Weekday,19:20,14:39,1155,1159,4,19,49,38.8,1340,25460,406.1,DRV-0130,Sunny,Low,Completed
TRP-00432,RT-005,Hyderabad to Karachi,Pak Urban Transport,QTA-4297,Hybrid,Hyderabad,Karachi,05-02-2025,Weekday,14:15,18:03,206,228,22,24,49,49.0,220,5280,35.9,DRV-0085,Cloudy,Moderate,Completed
TRP-00433,RT-010,Peshawar to Rawalpindi,City Metro Bus,LEA-4654,AC,Peshawar,Rawalpindi,21-12-2025,Weekend,11:35,15:27,214,232,18,34,47,72.3,230,7820,61.2,DRV-0002,Sunny,Moderate,Completed
TRP-00434,RT-031,Lahore to Faisalabad,Green Line Express,PES-4185,Standard,Lahore,Faisalabad,20-11-2025,Weekday,22:25,01:50,192,205,13,18,35,51.4,190,3420,34.5,DRV-0142,Sunny,Moderate,Completed
TRP-00435,RT-033,Multan to Lahore,Capital Bus Service,LEA-3248,Hybrid,Multan,Lahore,14-07-2025,Weekday,07:25,13:25,344,360,16,37,44,84.1,390,14430,69.2,DRV-0160,Sunny,Moderate,Completed
TRP-00436,RT-013,Lahore to Sialkot,Punjab Transit,KHI-9725,Mini Bus,Lahore,Sialkot,13-07-2025,Weekend,15:25,18:09,158,164,6,30,35,85.7,200,6000,20.6,DRV-0039,Sunny,Low,Completed
TRP-00437,RT-005,Hyderabad to Karachi,Capital Bus Service,SGD-9327,Mini Bus,Hyderabad,Karachi,27-10-2025,Weekday,19:15,23:54,203,279,76,23,32,71.9,250,5750,30.1,DRV-0096,Rainy,High,Completed
TRP-00438,RT-011,Rawalpindi to Peshawar,Sindh Rapid Transit,PES-9106,AC,Rawalpindi,Peshawar,31-08-2025,Weekend,12:45,16:46,227,241,14,52,58,89.7,245,12740,55.0,DRV-0079,Cloudy,Low,Completed
TRP-00439,RT-026,Sialkot to Lahore,Sindh Rapid Transit,LEA-3200,Standard,Sialkot,Lahore,13-02-2025,Weekday,13:35,16:40,162,185,23,25,42,59.5,195,4875,36.4,DRV-0105,Cloudy,Moderate,Completed
TRP-00440,RT-011,Rawalpindi to Peshawar,Blue Line Transit,PES-4830,Standard,Rawalpindi,Peshawar,16-05-2025,Weekday,06:25,10:14,200,229,29,18,44,40.9,230,4140,45.0,DRV-0093,Rainy,Moderate,Completed
TRP-00441,RT-033,Multan to Lahore,Sindh Rapid Transit,QTA-5496,Standard,Multan,Lahore,08-04-2025,Weekday,08:55,15:14,358,379,21,33,43,76.7,445,14685,108.2,DRV-0168,Sunny,Moderate,Completed
TRP-00442,RT-009,Faisalabad to Islamabad,Punjab Transit,KHI-4717,Mini Bus,Faisalabad,Islamabad,18-04-2025,Weekday,19:15,01:31,348,376,28,19,33,57.6,390,7410,54.9,DRV-0179,Rainy,Moderate,Completed
TRP-00443,RT-011,Rawalpindi to Peshawar,City Metro Bus,MUL-3102,AC,Rawalpindi,Peshawar,06-06-2025,Weekday,04:35,08:23,205,228,23,25,51,49.0,250,6250,54.5,DRV-0151,Sunny,Moderate,Completed
TRP-00444,RT-005,Hyderabad to Karachi,Punjab Transit,ISB-7404,Hybrid,Hyderabad,Karachi,15-07-2025,Weekday,10:30,14:46,242,256,14,31,47,66.0,220,6820,31.0,DRV-0078,Sunny,Low,Completed
TRP-00445,RT-019,Faisalabad to Lahore,Punjab Transit,QTA-9005,Standard,Faisalabad,Lahore,14-01-2025,Weekday,09:15,12:38,191,203,12,18,47,38.3,210,3780,38.8,DRV-0133,Sunny,Moderate,Completed
TRP-00446,RT-034,Multan to Quetta,Blue Line Transit,LEA-3115,AC,Multan,Quetta,02-10-2025,Weekday,17:35,04:48,590,673,83,22,52,42.3,605,13310,171.2,DRV-0148,Dust Storm,High,Delayed
TRP-00447,RT-028,Rawalpindi to Sialkot,National Express PK,LEA-3337,Standard,Rawalpindi,Sialkot,17-08-2025,Weekend,06:30,12:00,292,330,38,34,42,81.0,295,10030,68.8,DRV-0074,Cloudy,High,Completed
TRP-00448,RT-034,Multan to Quetta,Capital Bus Service,SGD-3869,AC,Multan,Quetta,01-08-2025,Weekday,11:10,21:12,571,602,31,29,53,54.7,605,17545,165.9,DRV-0012,Sunny,High,Completed
TRP-00449,RT-012,Islamabad to Rawalpindi,Capital Bus Service,LEA-4559,Electric,Islamabad,Rawalpindi,10-09-2025,Weekday,17:40,18:40,50,60,10,28,51,54.9,85,2380,0.9,DRV-0043,Sunny,Low,Completed
TRP-00450,RT-036,Faisalabad to Multan,City Metro Bus,QTA-8567,Standard,Faisalabad,Multan,15-07-2025,Weekday,14:55,20:18,294,323,29,28,41,68.3,305,8540,59.1,DRV-0119,Sunny,Low,Delayed
TRP-00451,RT-031,Lahore to Faisalabad,Pak Urban Transport,PES-3297,Mini Bus,Lahore,Faisalabad,30-08-2025,Weekend,12:10,15:47,185,217,32,14,25,56.0,190,2660,22.5,DRV-0174,Cloudy,Low,Delayed
TRP-00452,RT-011,Rawalpindi to Peshawar,Pak Urban Transport,QTA-9721,Mini Bus,Rawalpindi,Peshawar,21-04-2025,Weekday,18:55,23:38,251,283,32,20,35,57.1,250,5000,34.1,DRV-0154,Rainy,Moderate,Completed
TRP-00453,RT-026,Sialkot to Lahore,Pak Urban Transport,KHI-4276,AC,Sialkot,Lahore,16-02-2025,Weekend,04:30,07:42,185,192,7,36,40,90.0,205,7380,40.0,DRV-0171,Sunny,Low,Completed
TRP-00454,RT-012,Islamabad to Rawalpindi,Green Line Express,ISB-4105,Mini Bus,Islamabad,Rawalpindi,16-11-2025,Weekend,10:40,11:44,59,64,5,11,31,35.5,80,880,2.6,DRV-0168,Sunny,Low,Completed
TRP-00455,RT-013,Lahore to Sialkot,Pak Urban Transport,SGD-5562,Standard,Lahore,Sialkot,29-11-2025,Weekend,15:00,18:33,183,213,30,38,41,92.7,190,7220,39.3,DRV-0146,Sunny,High,Completed
TRP-00456,RT-019,Faisalabad to Lahore,Blue Line Transit,SGD-3177,Electric,Faisalabad,Lahore,20-06-2025,Weekday,09:50,13:58,158,248,90,27,50,54.0,185,4995,7.2,DRV-0164,Dust Storm,High,Delayed
TRP-00457,RT-005,Hyderabad to Karachi,Green Line Express,QTA-8020,AC,Hyderabad,Karachi,05-05-2025,Weekday,06:00,09:58,237,238,1,26,55,47.3,225,5850,47.9,DRV-0154,Sunny,Low,Completed
TRP-00458,RT-004,Quetta to Multan,Sindh Rapid Transit,SGD-1648,Electric,Quetta,Multan,24-09-2025,Weekday,17:50,03:48,581,598,17,15,40,37.5,620,9300,35.1,DRV-0171,Sunny,Moderate,Completed
TRP-00459,RT-010,Peshawar to Rawalpindi,Punjab Transit,LEA-2058,AC,Peshawar,Rawalpindi,09-09-2025,Weekday,06:15,11:18,251,303,52,36,44,81.8,240,8640,61.1,DRV-0061,Foggy,Low,Completed
TRP-00460,RT-026,Sialkot to Lahore,Capital Bus Service,KHI-5012,Standard,Sialkot,Lahore,06-08-2025,Weekday,09:45,13:06,174,201,27,36,44,81.8,205,7380,34.5,DRV-0093,Cloudy,High,Completed
