Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status,Departure_Hour,Arrival_Hour,Year,Month,Month_Number,Day,Weekday,Revenue_Category,Delay_Category,Occupancy_Category
TRP-00275,RT-058,Quetta to Hyderabad,Punjab Transit,QTA-1301,Mini Bus,Quetta,Hyderabad,2025-07-12,Weekend,22:50,12:02,773,792,19,18,29,62.07,860,15480,132.5,DRV-0003,Sunny,Low,Completed,22,12.0,2025,July,7,12,Saturday,Medium,Moderate,High
TRP-00276,RT-017,Islamabad to Faisalabad,Sindh Rapid Transit,LEA-5792,Mini Bus,Islamabad,Faisalabad,2025-11-29,Weekend,16:15,22:22,316,367,51,16,33,48.48,380,6080,60.6,DRV-0118,Dust Storm,Low,Completed,16,22.0,2025,November,11,29,Saturday,Low,High,Medium
TRP-00277,RT-055,Karachi to Sialkot,Capital Bus Service,PES-3572,AC,Karachi,Sialkot,2025-01-10,Weekday,15:50,14:28,1339,1358,19,40,60,66.67,1490,59600,421.1,DRV-0100,Sunny,High,Completed,15,14.0,2025,January,1,10,Friday,Very High,Moderate,High
TRP-00278,RT-005,Hyderabad to Karachi,Pak Urban Transport,PES-3248,Standard,Hyderabad,Karachi,2025-02-14,Weekday,16:40,20:30,192,230,38,22,42,52.38,225,4950,49.3,DRV-0139,Sunny,High,Completed,16,20.0,2025,February,2,14,Friday,Low,High,Medium
TRP-00279,RT-017,Islamabad to Faisalabad,Pak Urban Transport,ISB-9582,Mini Bus,Islamabad,Faisalabad,2025-03-11,Weekday,17:10,23:06,338,356,18,17,34,50.0,395,6715,62.0,DRV-0038,Foggy,Low,Completed,17,23.0,2025,March,3,11,Tuesday,Low,Moderate,Medium
TRP-00280,RT-076,Peshawar to Multan,Capital Bus Service,SGD-5485,AC,Peshawar,Multan,2025-03-19,Weekday,10:05,00:28,810,863,53,26,40,65.0,770,20020,238.6,DRV-0060,Rainy,Moderate,Completed,10,0.0,2025,March,3,19,Wednesday,Medium,High,High
TRP-00281,RT-006,Lahore to Multan,National Express PK,SGD-8680,Standard,Lahore,Multan,2025-12-31,Weekday,15:10,21:13,350,363,13,37,50,74.0,425,15725,99.0,DRV-0004,Sunny,Low,Completed,15,21.0,2025,December,12,31,Wednesday,Medium,Minor,High
TRP-00282,RT-011,Rawalpindi to Peshawar,Pak Urban Transport,LEA-3901,Mini Bus,Rawalpindi,Peshawar,2025-08-13,Weekday,19:55,00:48,232,293,61,23,32,71.88,260,5980,30.6,DRV-0101,Foggy,Moderate,Completed,19,0.0,2025,August,8,13,Wednesday,Low,Critical,High
TRP-00283,RT-077,Hyderabad to Sialkot,City Metro Bus,PES-8485,AC,Hyderabad,Sialkot,2025-01-22,Weekday,11:40,08:45,1258,1265,7,20,41,48.78,1350,27000,377.4,DRV-0102,Cloudy,Moderate,Completed,11,8.0,2025,January,1,22,Wednesday,High,Minor,Medium
TRP-00284,RT-032,Faisalabad to Quetta,Capital Bus Service,LEA-9470,Electric,Faisalabad,Quetta,2025-03-14,Weekday,18:50,09:25,853,875,22,31,56,55.36,900,27900,48.1,DRV-0083,Sunny,Moderate,Completed,18,9.0,2025,March,3,14,Friday,High,Moderate,Medium
TRP-00285,RT-012,Islamabad to Rawalpindi,Pak Urban Transport,LEA-5097,Hybrid,Islamabad,Rawalpindi,2025-06-15,Weekend,09:55,11:10,50,75,25,26,37,70.27,85,2210,2.9,DRV-0131,Sunny,Moderate,Completed,9,11.0,2025,June,6,15,Sunday,Low,Moderate,High
TRP-00286,RT-030,Peshawar to Islamabad,City Metro Bus,ISB-3459,Mini Bus,Peshawar,Islamabad,2025-03-25,Weekday,08:10,12:09,225,239,14,12,25,48.0,245,2940,30.1,DRV-0047,Sunny,Low,Completed,8,12.0,2025,March,3,25,Tuesday,Low,Minor,Medium
TRP-00287,RT-008,Rawalpindi to Islamabad,City Metro Bus,ISB-1200,Electric,Rawalpindi,Islamabad,2025-08-23,Weekend,19:35,21:01,47,86,39,33,59,55.93,80,2640,0.9,DRV-0021,Foggy,Low,Completed,19,21.0,2025,August,8,23,Saturday,Low,High,Medium
TRP-00288,RT-078,Rawalpindi to Karachi,Capital Bus Service,MUL-4401,Electric,Rawalpindi,Karachi,2025-01-26,Weekend,09:10,08:48,1380,1418,38,30,51,58.82,1510,45300,84.8,DRV-0028,Sunny,High,Completed,9,8.0,2025,January,1,26,Sunday,High,High,Medium
TRP-00289,RT-012,Islamabad to Rawalpindi,Capital Bus Service,QTA-3906,Electric,Islamabad,Rawalpindi,2025-08-22,Weekday,22:25,23:49,48,84,36,24,42,57.14,85,2040,0.9,DRV-0141,Rainy,Low,Completed,22,23.0,2025,August,8,22,Friday,Low,High,Medium
TRP-00290,RT-011,Rawalpindi to Peshawar,Capital Bus Service,PES-9595,AC,Rawalpindi,Peshawar,2025-04-18,Weekday,10:45,15:55,250,310,60,47,58,81.03,245,11515,59.6,DRV-0074,Rainy,Moderate,Completed,10,15.0,2025,April,4,18,Friday,Medium,High,Full
TRP-00291,RT-004,Quetta to Multan,Sindh Rapid Transit,MUL-9132,Hybrid,Quetta,Multan,2025-09-24,Weekday,19:35,,582,0,0,0,42,0.0,645,0,0.0,DRV-0007,Cloudy,High,Cancelled,19,,2025,September,9,24,Wednesday,,On Time,
TRP-00292,RT-019,Faisalabad to Lahore,Pak Urban Transport,PES-7783,Mini Bus,Faisalabad,Lahore,2025-01-24,Weekday,14:25,17:31,166,186,20,18,35,51.43,205,3690,26.1,DRV-0130,Sunny,High,Completed,14,17.0,2025,January,1,24,Friday,Low,Moderate,Medium
TRP-00293,RT-016,Karachi to Hyderabad,Sindh Rapid Transit,QTA-1477,AC,Karachi,Hyderabad,2025-03-31,Weekday,10:25,14:41,197,256,59,32,55,58.18,255,8160,49.5,DRV-0138,Foggy,High,Completed,10,14.0,2025,March,3,31,Monday,Low,High,Medium
TRP-00294,RT-079,Peshawar to Quetta,City Metro Bus,ISB-6169,Mini Bus,Peshawar,Quetta,2025-10-12,Weekend,21:00,16:50,1174,1190,16,19,35,54.29,1340,25460,208.1,DRV-0097,Sunny,High,Completed,21,16.0,2025,October,10,12,Sunday,High,Moderate,Medium
TRP-00295,RT-015,Islamabad to Peshawar,Green Line Express,SGD-6050,Mini Bus,Islamabad,Peshawar,2025-12-28,Weekend,14:55,19:54,274,299,25,21,31,67.74,250,5250,33.8,DRV-0096,Sunny,High,Completed,14,19.0,2025,December,12,28,Sunday,Low,Moderate,High
TRP-00296,RT-080,Rawalpindi to Lahore,City Metro Bus,MUL-3524,Mini Bus,Rawalpindi,Lahore,2025-04-08,Weekday,14:35,21:19,390,404,14,23,33,69.7,490,11270,68.1,DRV-0034,Sunny,Moderate,Completed,14,21.0,2025,April,4,8,Tuesday,Medium,Minor,High
TRP-00297,RT-016,Karachi to Hyderabad,Green Line Express,LEA-2426,Standard,Karachi,Hyderabad,2025-06-20,Weekday,18:00,22:26,240,266,26,20,44,45.45,230,4600,48.9,DRV-0074,Sunny,High,Completed,18,22.0,2025,June,6,20,Friday,Low,Moderate,Medium
TRP-00298,RT-034,Multan to Quetta,Green Line Express,KHI-5483,Standard,Multan,Quetta,2025-02-28,Weekday,04:45,15:03,614,618,4,31,38,81.58,625,19375,144.1,DRV-0073,Sunny,Low,Completed,4,15.0,2025,February,2,28,Friday,Medium,On Time,Full
TRP-00299,RT-059,Islamabad to Lahore,Sindh Rapid Transit,LEA-3131,AC,Islamabad,Lahore,2025-01-15,Weekday,19:50,04:03,462,493,31,35,52,67.31,430,15050,111.8,DRV-0177,Sunny,Moderate,Completed,19,4.0,2025,January,1,15,Wednesday,Medium,High,High
TRP-00300,RT-048,Sialkot to Multan,Pak Urban Transport,QTA-9740,Mini Bus,Sialkot,Multan,2025-02-10,Weekday,18:45,04:15,556,570,14,19,32,59.38,520,9880,77.4,DRV-0058,Sunny,Low,Completed,18,4.0,2025,February,2,10,Monday,Low,Minor,Medium
TRP-00301,RT-038,Karachi to Lahore,Sindh Rapid Transit,QTA-6412,AC,Karachi,Lahore,2025-06-16,Weekday,18:35,16:42,1310,1327,17,36,55,65.45,1365,49140,366.1,DRV-0033,Sunny,Moderate,Completed,18,16.0,2025,June,6,16,Monday,High,Moderate,High
TRP-00302,RT-026,Sialkot to Lahore,Green Line Express,QTA-2162,AC,Sialkot,Lahore,2025-06-04,Weekday,21:35,00:46,167,191,24,20,53,37.74,190,3800,45.0,DRV-0054,Sunny,Moderate,Completed,21,0.0,2025,June,6,4,Wednesday,Low,Moderate,Low
TRP-00303,RT-073,Peshawar to Sialkot,Blue Line Transit,ISB-9921,AC,Peshawar,Sialkot,2025-12-22,Weekday,11:10,20:06,493,536,43,24,42,57.14,545,13080,157.0,DRV-0143,Rainy,Moderate,Completed,11,20.0,2025,December,12,22,Monday,Medium,High,Medium
TRP-00304,RT-011,Rawalpindi to Peshawar,Blue Line Transit,LEA-7208,Standard,Rawalpindi,Peshawar,2025-06-17,Weekday,19:50,23:42,212,232,20,28,37,75.68,230,6440,45.1,DRV-0038,Sunny,Low,Completed,19,23.0,2025,June,6,17,Tuesday,Low,Moderate,High
TRP-00305,RT-058,Quetta to Hyderabad,National Express PK,QTA-6187,Standard,Quetta,Hyderabad,2025-06-03,Weekday,22:50,12:51,813,841,28,31,48,64.58,740,22940,184.7,DRV-0131,Cloudy,High,Completed,22,12.0,2025,June,6,3,Tuesday,Medium,Moderate,High
TRP-00306,RT-008,Rawalpindi to Islamabad,City Metro Bus,MUL-1870,AC,Rawalpindi,Islamabad,2025-01-01,Weekday,21:25,22:57,50,92,42,25,49,51.02,80,2000,4.5,DRV-0098,Foggy,Low,Completed,21,22.0,2025,January,1,1,Wednesday,Low,High,Medium
TRP-00307,RT-026,Sialkot to Lahore,Punjab Transit,KHI-7301,AC,Sialkot,Lahore,2025-07-04,Weekday,17:10,,172,0,0,0,44,0.0,185,0,0.0,DRV-0125,Sunny,Low,Cancelled,17,,2025,July,7,4,Friday,,On Time,
TRP-00308,RT-059,Islamabad to Lahore,Blue Line Transit,SGD-7974,Mini Bus,Islamabad,Lahore,2025-11-16,Weekend,09:35,17:15,415,460,45,27,33,81.82,430,11610,68.5,DRV-0061,Rainy,Moderate,Completed,9,17.0,2025,November,11,16,Sunday,Medium,High,Full
TRP-00309,RT-062,Peshawar to Faisalabad,Sindh Rapid Transit,LEA-8917,Standard,Peshawar,Faisalabad,2025-12-27,Weekend,15:05,23:23,480,498,18,27,37,72.97,500,13500,122.1,DRV-0157,Sunny,Moderate,Completed,15,23.0,2025,December,12,27,Saturday,Medium,Moderate,High
TRP-00310,RT-010,Peshawar to Rawalpindi,Green Line Express,MUL-6119,Mini Bus,Peshawar,Rawalpindi,2025-11-10,Weekday,05:25,09:23,219,238,19,13,25,52.0,245,3185,32.8,DRV-0076,Sunny,Moderate,Completed,5,9.0,2025,November,11,10,Monday,Low,Moderate,Medium
TRP-00311,RT-005,Hyderabad to Karachi,Capital Bus Service,MUL-5267,Mini Bus,Hyderabad,Karachi,2025-02-01,Weekend,19:45,23:47,235,242,7,17,25,68.0,220,3740,32.7,DRV-0020,Cloudy,Moderate,Completed,19,23.0,2025,February,2,1,Saturday,Low,Minor,High
TRP-00312,RT-050,Faisalabad to Sialkot,Capital Bus Service,ISB-1232,Standard,Faisalabad,Sialkot,2025-02-27,Weekday,09:45,14:09,257,264,7,29,49,59.18,290,8410,54.1,DRV-0136,Sunny,Low,Completed,9,14.0,2025,February,2,27,Thursday,Low,Minor,Medium
TRP-00313,RT-006,Lahore to Multan,Punjab Transit,SGD-7765,Mini Bus,Lahore,Multan,2025-07-16,Weekday,11:50,18:43,382,413,31,17,35,48.57,445,7565,69.2,DRV-0030,Sunny,High,Completed,11,18.0,2025,July,7,16,Wednesday,Low,High,Medium
TRP-00314,RT-011,Rawalpindi to Peshawar,Capital Bus Service,SGD-9724,AC,Rawalpindi,Peshawar,2025-04-30,Weekday,16:50,20:39,210,229,19,30,55,54.55,225,6750,52.7,DRV-0081,Sunny,Moderate,Completed,16,20.0,2025,April,4,30,Wednesday,Low,Moderate,Medium
TRP-00315,RT-007,Lahore to Karachi,Sindh Rapid Transit,PES-5466,Hybrid,Lahore,Karachi,2025-06-21,Weekend,12:20,07:08,1109,1128,19,37,43,86.05,1405,51985,263.1,DRV-0174,Cloudy,Moderate,Completed,12,7.0,2025,June,6,21,Saturday,Very High,Moderate,Full
TRP-00316,RT-061,Multan to Islamabad,City Metro Bus,LEA-7737,Mini Bus,Multan,Islamabad,2025-02-20,Weekday,20:05,06:34,629,629,0,20,30,66.67,650,13000,101.1,DRV-0015,Sunny,Low,Completed,20,6.0,2025,February,2,20,Thursday,Medium,On Time,High
TRP-00317,RT-027,Lahore to Rawalpindi,Green Line Express,MUL-3128,Standard,Lahore,Rawalpindi,2025-07-12,Weekend,22:10,04:57,377,407,30,36,40,90.0,445,16020,105.8,DRV-0110,Sunny,Moderate,Completed,22,4.0,2025,July,7,12,Saturday,Medium,Moderate,Full
TRP-00318,RT-014,Multan to Faisalabad,Green Line Express,LEA-7271,Standard,Multan,Faisalabad,2025-07-18,Weekday,14:00,19:12,306,312,6,28,43,65.12,300,8400,61.1,DRV-0046,Sunny,Low,Completed,14,19.0,2025,July,7,18,Friday,Low,Minor,High
TRP-00319,RT-059,Islamabad to Lahore,Blue Line Transit,QTA-2740,Standard,Islamabad,Lahore,2025-08-15,Weekday,12:05,20:09,464,484,20,25,37,67.57,455,11375,114.1,DRV-0001,Cloudy,Moderate,Completed,12,20.0,2025,August,8,15,Friday,Medium,Moderate,High
TRP-00320,RT-062,Peshawar to Faisalabad,Sindh Rapid Transit,MUL-1060,Hybrid,Peshawar,Faisalabad,2025-09-21,Weekend,19:35,04:05,495,510,15,20,37,54.05,490,9800,84.8,DRV-0092,Cloudy,Low,Completed,19,4.0,2025,September,9,21,Sunday,Low,Minor,Medium
TRP-00321,RT-030,Peshawar to Islamabad,Green Line Express,SGD-6571,AC,Peshawar,Islamabad,2025-02-11,Weekday,18:20,22:43,232,263,31,36,45,80.0,270,9720,66.5,DRV-0162,Cloudy,High,Completed,18,22.0,2025,February,2,11,Tuesday,Low,High,High
TRP-00322,RT-081,Lahore to Quetta,National Express PK,KHI-1584,Mini Bus,Lahore,Quetta,2025-04-09,Weekday,04:55,17:16,732,741,9,17,28,60.71,940,15980,154.3,DRV-0116,Sunny,Low,Completed,4,17.0,2025,April,4,9,Wednesday,Medium,Minor,High
TRP-00323,RT-055,Karachi to Sialkot,Sindh Rapid Transit,LEA-7643,Mini Bus,Karachi,Sialkot,2025-03-02,Weekend,10:50,08:30,1253,1300,47,14,32,43.75,1370,19180,242.2,DRV-0168,Foggy,High,Completed,10,8.0,2025,March,3,2,Sunday,Medium,High,Medium
TRP-00324,RT-038,Karachi to Lahore,Punjab Transit,QTA-1818,Standard,Karachi,Lahore,2025-06-07,Weekend,07:35,03:24,1153,1189,36,17,37,45.95,1345,22865,325.5,DRV-0087,Rainy,Low,Completed,7,3.0,2025,June,6,7,Saturday,Medium,High,Medium
TRP-00325,RT-076,Peshawar to Multan,Punjab Transit,SGD-4493,AC,Peshawar,Multan,2025-01-24,Weekday,22:10,11:24,772,794,22,19,43,44.19,740,14060,213.2,DRV-0063,Sunny,Moderate,Completed,22,11.0,2025,January,1,24,Friday,Medium,Moderate,Medium
TRP-00326,RT-069,Karachi to Islamabad,Blue Line Transit,LEA-8978,Mini Bus,Karachi,Islamabad,2025-02-11,Weekday,04:00,03:29,1380,1409,29,12,26,46.15,1430,17160,248.9,DRV-0164,Cloudy,High,Completed,4,3.0,2025,February,2,11,Tuesday,Medium,Moderate,Medium
TRP-00327,RT-011,Rawalpindi to Peshawar,Punjab Transit,LEA-3949,Electric,Rawalpindi,Peshawar,2025-09-13,Weekend,06:50,10:17,204,207,3,48,49,97.96,230,11040,10.0,DRV-0159,Sunny,Low,Completed,6,10.0,2025,September,9,13,Saturday,Medium,On Time,Full
TRP-00328,RT-014,Multan to Faisalabad,National Express PK,QTA-4409,Mini Bus,Multan,Faisalabad,2025-05-22,Weekday,05:15,10:54,319,339,20,18,27,66.67,280,5040,44.5,DRV-0012,Cloudy,High,Completed,5,10.0,2025,May,5,22,Thursday,Low,Moderate,High
TRP-00329,RT-004,Quetta to Multan,Blue Line Transit,MUL-8424,Standard,Quetta,Multan,2025-01-23,Weekday,07:55,19:27,690,692,2,32,40,80.0,665,21280,167.7,DRV-0114,Sunny,Low,Completed,7,19.0,2025,January,1,23,Thursday,Medium,On Time,High
TRP-00330,RT-047,Multan to Peshawar,Sindh Rapid Transit,LEA-6343,Standard,Multan,Peshawar,2025-04-27,Weekend,07:15,19:17,707,722,15,20,41,48.78,805,16100,192.2,DRV-0056,Sunny,Low,Completed,7,19.0,2025,April,4,27,Sunday,Medium,Minor,Medium
TRP-00331,RT-064,Quetta to Islamabad,Punjab Transit,KHI-6875,AC,Quetta,Islamabad,2025-05-19,Weekday,10:25,04:18,1059,1073,14,32,58,55.17,1040,33280,331.0,DRV-0088,Sunny,Low,Completed,10,4.0,2025,May,5,19,Monday,High,Minor,Medium
TRP-00332,RT-015,Islamabad to Peshawar,Punjab Transit,MUL-4763,AC,Islamabad,Peshawar,2025-02-14,Weekday,17:40,22:11,241,271,30,22,46,47.83,260,5720,64.3,DRV-0112,Cloudy,High,Completed,17,22.0,2025,February,2,14,Friday,Low,Moderate,Medium
TRP-00333,RT-021,Islamabad to Sialkot,City Metro Bus,LEA-1656,AC,Islamabad,Sialkot,2025-08-29,Weekday,20:00,01:49,325,349,24,24,52,46.15,320,7680,73.1,DRV-0143,Sunny,Moderate,Completed,20,1.0,2025,August,8,29,Friday,Low,Moderate,Medium
TRP-00334,RT-010,Peshawar to Rawalpindi,Capital Bus Service,LEA-1260,Standard,Peshawar,Rawalpindi,2025-09-03,Weekday,13:10,17:20,210,250,40,23,35,65.71,235,5405,47.2,DRV-0163,Dust Storm,Moderate,Completed,13,17.0,2025,September,9,3,Wednesday,Low,High,High
TRP-00335,RT-017,Islamabad to Faisalabad,Sindh Rapid Transit,ISB-7977,AC,Islamabad,Faisalabad,2025-05-19,Weekday,21:45,03:29,328,344,16,35,42,83.33,405,14175,105.1,DRV-0173,Cloudy,Low,Completed,21,3.0,2025,May,5,19,Monday,Medium,Moderate,Full
TRP-00336,RT-016,Karachi to Hyderabad,Sindh Rapid Transit,LEA-6989,AC,Karachi,Hyderabad,2025-07-07,Weekday,09:50,13:48,211,238,27,26,42,61.9,230,5980,60.5,DRV-0167,Cloudy,High,Completed,9,13.0,2025,July,7,7,Monday,Low,Moderate,High
TRP-00337,RT-007,Lahore to Karachi,Pak Urban Transport,SGD-4693,Mini Bus,Lahore,Karachi,2025-06-14,Weekend,15:20,11:14,1179,1194,15,24,31,77.42,1360,32640,208.9,DRV-0121,Sunny,Low,Completed,15,11.0,2025,June,6,14,Saturday,High,Minor,High
TRP-00338,RT-056,Hyderabad to Faisalabad,Sindh Rapid Transit,QTA-2075,Mini Bus,Hyderabad,Faisalabad,2025-04-07,Weekday,18:05,12:03,1038,1078,40,16,27,59.26,1015,16240,163.8,DRV-0053,Sunny,High,Delayed,18,12.0,2025,April,4,7,Monday,Medium,High,Medium
TRP-00339,RT-017,Islamabad to Faisalabad,Blue Line Transit,MUL-3163,Hybrid,Islamabad,Faisalabad,2025-08-31,Weekend,15:30,21:31,354,361,7,31,35,88.57,380,11780,59.2,DRV-0086,Sunny,Low,Completed,15,21.0,2025,August,8,31,Sunday,Medium,Minor,Full
TRP-00340,RT-034,Multan to Quetta,Sindh Rapid Transit,QTA-9686,AC,Multan,Quetta,2025-10-08,Weekday,18:35,05:57,650,682,32,24,44,54.55,620,14880,174.1,DRV-0074,Foggy,Low,Completed,18,5.0,2025,October,10,8,Wednesday,Medium,High,Medium
TRP-00341,RT-069,Karachi to Islamabad,National Express PK,MUL-3634,Hybrid,Karachi,Islamabad,2025-12-31,Weekday,21:20,20:56,1380,1416,36,16,40,40.0,1465,23440,317.0,DRV-0082,Rainy,High,Completed,21,20.0,2025,December,12,31,Wednesday,Medium,High,Low
TRP-00342,RT-053,Quetta to Faisalabad,Pak Urban Transport,LEA-6192,AC,Quetta,Faisalabad,2025-06-26,Weekday,08:25,,854,0,0,0,45,0.0,805,0,0.0,DRV-0128,Cloudy,Low,Cancelled,8,,2025,June,6,26,Thursday,,On Time,
TRP-00343,RT-004,Quetta to Multan,Sindh Rapid Transit,ISB-8764,Electric,Quetta,Multan,2025-05-29,Weekday,22:50,11:06,675,736,61,46,58,79.31,655,30130,33.7,DRV-0036,Rainy,High,Completed,22,11.0,2025,May,5,29,Thursday,High,Critical,High
TRP-00344,RT-031,Lahore to Faisalabad,Pak Urban Transport,LEA-6347,AC,Lahore,Faisalabad,2025-01-29,Weekday,10:45,13:35,168,170,2,40,48,83.33,215,8600,38.6,DRV-0101,Sunny,Low,Completed,10,13.0,2025,January,1,29,Wednesday,Low,On Time,Full
TRP-00345,RT-034,Multan to Quetta,City Metro Bus,ISB-7513,Hybrid,Multan,Quetta,2025-03-17,Weekday,17:25,04:20,638,655,17,14,35,40.0,645,9030,127.9,DRV-0114,Sunny,Low,Completed,17,4.0,2025,March,3,17,Monday,Low,Moderate,Low
TRP-00346,RT-079,Peshawar to Quetta,Blue Line Transit,PES-3286,Mini Bus,Peshawar,Quetta,2025-10-28,Weekday,06:10,02:51,1175,1241,66,13,32,40.62,1325,17225,224.6,DRV-0105,Dust Storm,Moderate,Completed,6,2.0,2025,October,10,28,Tuesday,Medium,Critical,Medium
TRP-00347,RT-082,Faisalabad to Peshawar,National Express PK,SGD-3243,Mini Bus,Faisalabad,Peshawar,2025-04-13,Weekend,09:30,18:36,512,546,34,24,32,75.0,505,12120,74.7,DRV-0007,Sunny,High,Completed,9,18.0,2025,April,4,13,Sunday,Medium,High,High
TRP-00348,RT-017,Islamabad to Faisalabad,National Express PK,QTA-5713,Standard,Islamabad,Faisalabad,2025-08-02,Weekend,09:35,15:09,320,334,14,36,42,85.71,405,14580,99.9,DRV-0145,Sunny,Moderate,Completed,9,15.0,2025,August,8,2,Saturday,Medium,Minor,Full
TRP-00349,RT-015,Islamabad to Peshawar,National Express PK,SGD-2959,Hybrid,Islamabad,Peshawar,2025-07-11,Weekday,20:55,00:55,236,240,4,23,43,53.49,260,5980,38.6,DRV-0014,Sunny,Low,Completed,20,0.0,2025,July,7,11,Friday,Low,On Time,Medium
TRP-00350,RT-026,Sialkot to Lahore,Sindh Rapid Transit,ISB-9677,Standard,Sialkot,Lahore,2025-11-24,Weekday,06:40,10:26,177,226,49,19,40,47.5,190,3610,38.2,DRV-0179,Rainy,High,Completed,6,10.0,2025,November,11,24,Monday,Low,High,Medium
TRP-00351,RT-071,Hyderabad to Lahore,Punjab Transit,MUL-5610,Standard,Hyderabad,Lahore,2025-07-10,Weekday,19:30,15:27,1191,1197,6,30,40,75.0,1240,37200,324.1,DRV-0144,Sunny,Low,Completed,19,15.0,2025,July,7,10,Thursday,High,Minor,High
TRP-00352,RT-067,Sialkot to Hyderabad,Green Line Express,LEA-2909,AC,Sialkot,Hyderabad,2025-03-09,Weekend,04:35,02:49,1310,1334,24,27,51,52.94,1415,38205,427.2,DRV-0031,Sunny,Moderate,Completed,4,2.0,2025,March,3,9,Sunday,High,Moderate,Medium
TRP-00353,RT-022,Sialkot to Islamabad,Pak Urban Transport,KHI-3133,AC,Sialkot,Islamabad,2025-02-10,Weekday,17:55,23:01,299,306,7,17,43,39.53,310,5270,72.8,DRV-0169,Sunny,Moderate,Completed,17,23.0,2025,February,2,10,Monday,Low,Minor,Low
TRP-00354,RT-016,Karachi to Hyderabad,Capital Bus Service,ISB-1168,Standard,Karachi,Hyderabad,2025-02-19,Weekday,07:45,12:24,233,279,46,22,41,53.66,240,5280,44.9,DRV-0129,Sunny,Moderate,Delayed,7,12.0,2025,February,2,19,Wednesday,Low,High,Medium
TRP-00355,RT-028,Rawalpindi to Sialkot,Green Line Express,MUL-1229,Standard,Rawalpindi,Sialkot,2025-09-28,Weekend,10:55,,326,0,0,0,44,0.0,310,0,0.0,DRV-0026,Sunny,Moderate,Cancelled,10,,2025,September,9,28,Sunday,,On Time,
TRP-00356,RT-083,Hyderabad to Quetta,Punjab Transit,LEA-3963,AC,Hyderabad,Quetta,2025-07-01,Weekday,16:30,06:38,830,848,18,29,47,61.7,755,21895,228.5,DRV-0127,Sunny,Moderate,Completed,16,6.0,2025,July,7,1,Tuesday,Medium,Moderate,High
TRP-00357,RT-056,Hyderabad to Faisalabad,Green Line Express,LEA-7304,AC,Hyderabad,Faisalabad,2025-05-26,Weekday,18:45,10:05,901,920,19,42,54,77.78,1090,45780,283.4,DRV-0122,Sunny,Moderate,Completed,18,10.0,2025,May,5,26,Monday,High,Moderate,High
TRP-00358,RT-061,Multan to Islamabad,National Express PK,PES-8177,Electric,Multan,Islamabad,2025-09-25,Weekday,06:05,18:13,711,728,17,28,52,53.85,665,18620,33.0,DRV-0051,Cloudy,High,Completed,6,18.0,2025,September,9,25,Thursday,Medium,Moderate,Medium
TRP-00359,RT-007,Lahore to Karachi,Blue Line Transit,SGD-7958,Standard,Lahore,Karachi,2025-09-13,Weekend,12:55,08:37,1117,1182,65,42,43,97.67,1245,52290,388.8,DRV-0131,Rainy,High,Completed,12,8.0,2025,September,9,13,Saturday,Very High,Critical,Full
TRP-00360,RT-011,Rawalpindi to Peshawar,Capital Bus Service,KHI-3205,AC,Rawalpindi,Peshawar,2025-01-16,Weekday,07:55,12:25,251,270,19,29,42,69.05,235,6815,60.0,DRV-0040,Sunny,Low,Completed,7,12.0,2025,January,1,16,Thursday,Low,Moderate,High
TRP-00361,RT-038,Karachi to Lahore,Green Line Express,MUL-9064,Electric,Karachi,Lahore,2025-08-27,Weekday,10:20,05:49,1141,1169,28,20,55,36.36,1285,25700,77.7,DRV-0009,Cloudy,Moderate,Completed,10,5.0,2025,August,8,27,Wednesday,High,Moderate,Low
TRP-00362,RT-084,Lahore to Peshawar,Blue Line Transit,LEA-1538,AC,Lahore,Peshawar,2025-04-01,Weekday,21:50,07:15,524,565,41,27,49,55.1,625,16875,171.2,DRV-0029,Foggy,Low,Completed,21,7.0,2025,April,4,1,Tuesday,Medium,High,Medium
TRP-00363,RT-083,Hyderabad to Quetta,National Express PK,SGD-3560,AC,Hyderabad,Quetta,2025-09-17,Weekday,05:30,19:47,820,857,37,21,58,36.21,795,16695,224.7,DRV-0012,Dust Storm,Moderate,Completed,5,19.0,2025,September,9,17,Wednesday,Medium,High,Low
TRP-00364,RT-004,Quetta to Multan,City Metro Bus,QTA-6591,Mini Bus,Quetta,Multan,2025-07-14,Weekday,07:30,18:21,644,651,7,20,30,66.67,640,12800,114.1,DRV-0152,Sunny,Low,Completed,7,18.0,2025,July,7,14,Monday,Medium,Minor,High
TRP-00365,RT-022,Sialkot to Islamabad,Capital Bus Service,KHI-1322,Standard,Sialkot,Islamabad,2025-10-03,Weekday,14:00,20:05,322,365,43,17,48,35.42,340,5780,78.3,DRV-0082,Cloudy,High,Completed,14,20.0,2025,October,10,3,Friday,Low,High,Low
TRP-00366,RT-013,Lahore to Sialkot,Green Line Express,LEA-4373,Mini Bus,Lahore,Sialkot,2025-06-22,Weekend,19:40,22:39,150,179,29,27,35,77.14,185,4995,24.4,DRV-0020,Sunny,High,Completed,19,22.0,2025,June,6,22,Sunday,Low,Moderate,High
